Issue Type,Key,Status,Priority,Summary,Original Time Estimated,Σ,Estimated Time Remaining,Σ,Total Time Spent,Σ,Accuracy,Σ,Accuracy (%),Σ
Story,WS-66,Done,Major,As a developer I should be able to create setup an integration with company specific credentials,-,6h 10m,0m,28m,2h 20m,3d 6h 5m,,"3 days, 23 minutes",,-395
-> Sub-task,WS-131,Done,Major,-> Set up AWS Secret manager,2h 30m,,0m,,2h 25m,,5 minutes,,3,3
-> Sub-task,WS-133,Done,Major,-> Create a handler on the IAM service so that when an account specific provider is created it would get the keys from AWS and store it on the provider,2h,,0m,,5h 3m,,"3 hours, 3 minutes",,-152,-152
-> Sub-task,WS-134,Done,Major,-> Update the manifest on the integration service to include the key names as properties,20m,,0m,,3h 50m,,"3 hours, 30 minutes",,-1050,-1050
-> Sub-task,WS-135,Done,Major,-> Update the weos app to include the key name in the header when sending a request to IAM to get the install URL,20m,,0m,,2h 5m,,"1 hour, 45 minutes",,-525,-525
-> Sub-task,WS-282,Done,Major,-> create an event handler on the integration service that would create the account specific provider on the IAM service,-,,0m,,2h,,,,,
-> Sub-task,WS-324,Done,Major,-> Setup and research terraform,-,,0m,,4h,,,,,
-> Sub-task,WS-326,Done,Major,"-> Create receiver that would create the account collection, the integration and make the request to iam",-,,0m,,6h 20m,,,,,
-> Sub-task,WS-334,Done,Major,-> Create event handler to setup providers for default integrations,-,,0m,,1h 30m,,,,,
-> Sub-task,WS-329,Done,Major,-> Deploy to staging,1h,,28m,,32m,,0 minutes,,0,0
Task,WS-227,In Progress,Major,Avoid making duplicate embeddings,1h,1h,29m,29m,31m,31m,0 minutes,0 minutes,0,0
Sub-task,WS-1510,To Do,Major,WS-1508 -> Add config for saving selection,30m,30m,30m,30m,-,-,-,-,0,0
Sub-task,WS-1530,Done,Major,WS-1211 -> Update infrastructure layer to account for payments,1h,1h,30m,30m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1658,Done,Major,WS-1645 -> Implement payment service on square service,2h,2h,30m,30m,1h 30m,1h 30m,0 minutes,0 minutes,0,0
Sub-task,WS-1810,Done,Major,WS-1325 -> push updates to staging and test,1h,1h,30m,30m,2h,2h,"1 hour, 30 minutes","1 hour, 30 minutes",-150,-150
Sub-task,WS-1918,Done,Major,WS-1900 -> setup view detail controllers,1h,1h,30m,30m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1921,Done,Major,WS-1900 -> Setup receivers for deleting transactions,30m,30m,30m,30m,-,-,-,-,0,0
Task,WS-98,Done,Critical,Validate LLM response and rerun query if response is not valid,-,1d 4h 30m,0m,50m,15m,3d 24m,,"1 day, 4 hours, 44 minutes",,-101
-> Sub-task,WS-100,Done,Major,-> Add a step that checks if there was code associated and re-runs the query if not,2h,,0m,,1d 12m,,"6 hours, 12 minutes",,-310,-310
-> Sub-task,WS-101,Done,Major,-> Add a step that checks if there was an error with the python response and re-runs the query if there was,3h,,0m,,5h,,2 hours,,-66,-66
-> Sub-task,WS-114,Done,Major,-> Make sure the response returned to the WeOS app is formatted correctly,1h,,0m,,1h 48m,,48 minutes,,-80,-80
-> Sub-task,WS-117,Done,Major,-> Add Link to Update Conversation,1h,,0m,,3h 8m,,"2 hours, 8 minutes",,-213,-213
-> Sub-task,WS-119,Done,Major,-> Make it extract steps from the python code as well,1h,,0m,,1h 42m,,42 minutes,,-70,-70
-> Sub-task,WS-123,Done,Major,-> Fix issue where time is not showing up,-,,0m,,20m,,,,,
-> Sub-task,WS-198,Done,Major,-> Fix issue with null response,-,,0m,,19m,,,,,
-> Sub-task,WS-120,Done,Major,-> Make retries 2 layers deep,2h,,2m,,1h 58m,,0 minutes,,0,0
-> Sub-task,WS-116,Done,Major,-> Add Link to skip LLM call if the similarity is 1.0,1h,,9m,,51m,,0 minutes,,0,0
-> Sub-task,WS-124,Done,Major,-> Fix issue where steps are not showing up in the UI,30m,,17m,,13m,,0 minutes,,0,0
-> Sub-task,WS-122,Done,Major,-> Add Link that detects json like code in the response and extracts it and places it in items,1h,,22m,,38m,,0 minutes,,0,0
,,,,Total,12w 3d 7h 45m,12w 3d 7h 45m,2d 27m,2d 27m,34w 1h 41m,34w 1h 41m,"21 weeks, 5 days, 2 hours, 23 minutes","21 weeks, 5 days, 2 hours, 23 minutes",-173,-173
